X,Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers,Envi.Che_CERAPP,Envi.Che_COMPARA,Envi.Che_CPDAT,Envi.Che_REFCHEMDB,Envi.Che_TSCA_ACTIVE_NCTI,overlap.lable
1715,Caco-529,?,?,NA,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1",RYMZZMVNJRMUDD-HGQWONQESA-N,DTXSID0023581,79902-63-9,simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,"InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3",RYMZZMVNJRMUDD-UHFFFAOYSA-N,<undefined>,0,High,-5.17000005,3,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
1716,Caco-493,?,?,NA,CC#CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)NC1=O,"InChI=1S/C12H14N2O6/c1-2-3-6-4-14(12(19)13-10(6)18)11-9(17)8(16)7(5-15)20-11/h4,7-9,11,15-17H,5H2,1H3,(H,13,18,19)/t7-,8-,9+,11-/m1/s1",QLOCVMVCRJOTTM-SDNRWEOFSA-N,DTXSID70233545,84558-93-0,netivudine,CC#CC1=CN(C2OC(CO)C(O)C2O)C(=O)NC1=O,"InChI=1S/C12H14N2O6/c1-2-3-6-4-14(12(19)13-10(6)18)11-9(17)8(16)7(5-15)20-11/h4,7-9,11,15-17H,5H2,1H3,(H,13,18,19)",QLOCVMVCRJOTTM-UHFFFAOYSA-N,<undefined>,0,High,-5.16937275,3,Wang|Pham,1,1,N,Y,Y,N,N,N&Y&Y&N&N
1736,Caco-1300,?,?,NA,COC1C=CC=CC=1OCCNCC(O)COC1=CC=CC2NC3C=CC=CC=3C=21,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",OGHNVEJMJSYVRP-UHFFFAOYSA-N,DTXSID8022747,72956-09-3,carvedilol,COC1C=CC=CC=1OCCNCC(O)COC1=CC=CC2NC3C=CC=CC=3C=21,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",OGHNVEJMJSYVRP-UHFFFAOYSA-N,<undefined>,0,High,-5.159894,3,Wang,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
1760,Caco-156,?,?,NA,CN1CC[C@@]23[C@H]4OC5C2=C(C[C@@H]1[C@@H]3C=C[C@@H]4O)C=CC=5O,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",BQJCRHHNABKAKU-KBQPJGBKSA-N,DTXSID9023336,57-27-2,morphine,CN1CCC23C4OC5C2=C(CC1C3C=CC4O)C=CC=5O,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3",BQJCRHHNABKAKU-UHFFFAOYSA-N,<undefined>,0,High,-5.14999995,3,Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
1775,Caco-757,?,?,NA,CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,"InChI=1S/C21H30Cl2N2O5/c1-3-4-5-11-25(12-6-13-30-2)21(29)18(9-10-19(26)27)24-20(28)15-7-8-16(22)17(23)14-15/h7-8,14,18H,3-6,9-13H2,1-2H3,(H,24,28)(H,26,27)/t18-/m1/s1",QNQZBKQEIFTHFZ-GOSISDBHSA-N,DTXSID50152604,119817-90-2,dexloxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,"InChI=1S/C21H30Cl2N2O5/c1-3-4-5-11-25(12-6-13-30-2)21(29)18(9-10-19(26)27)24-20(28)15-7-8-16(22)17(23)14-15/h7-8,14,18H,3-6,9-13H2,1-2H3,(H,24,28)(H,26,27)",QNQZBKQEIFTHFZ-UHFFFAOYSA-N,<undefined>,0,High,-5.14019635,3,Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
1776,Caco-216,?,?,NA,OC1=C(O)C2C(=O)C=C(OC=2C=C1O)C1C=CC=CC=1,"InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H",FXNFHKRTJBSTCS-UHFFFAOYSA-N,DTXSID2022389,491-67-8,baicalein,OC1=C(O)C2C(=O)C=C(OC=2C=C1O)C1C=CC=CC=1,"InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H",FXNFHKRTJBSTCS-UHFFFAOYSA-N,<undefined>,0,High,-5.139318,3,Wang,1,1,Y,Y,N,Y,N,Y&Y&N&Y&N
1786,Caco-1166,?,?,NA,CN(C)C1C=CC(=CC=1)C(=O)NCCCCCNC(=O)CS,"InChI=1S/C16H25N3O2S/c1-19(2)14-8-6-13(7-9-14)16(21)18-11-5-3-4-10-17-15(20)12-22/h6-9,22H,3-5,10-12H2,1-2H3,(H,17,20)(H,18,21)",SGOHSANPZHQNKM-UHFFFAOYSA-N,DTXSID20460682,827036-76-0,chembl180911,CN(C)C1C=CC(=CC=1)C(=O)NCCCCCNC(=O)CS,"InChI=1S/C16H25N3O2S/c1-19(2)14-8-6-13(7-9-14)16(21)18-11-5-3-4-10-17-15(20)12-22/h6-9,22H,3-5,10-12H2,1-2H3,(H,17,20)(H,18,21)",SGOHSANPZHQNKM-UHFFFAOYSA-N,<undefined>,0,High,-5.1324477,3,Wang,1,1,N,N,N,Y,N,N&N&N&Y&N
1794,Caco-209,?,?,NA,NC1C=CC(=CC=1)S(=O)(=O)NC1N=CC=CN=1,"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",SEEPANYCNGTZFQ-UHFFFAOYSA-N,DTXSID7044130,68-35-9,sulfadiazine,NC1C=CC(=CC=1)S(=O)(=O)NC1N=CC=CN=1,"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",SEEPANYCNGTZFQ-UHFFFAOYSA-N,<undefined>,0,High,-5.13,3,Wang|Pham,1,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
1795,Caco-3960,CHEMBL398435,?,NA,CCCSC1N=C(N[C@@H]2C[C@H]2C2C=C(F)C(F)=CC=2)C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C=2N=1,"InChI=1S/C23H28F2N6O4S/c1-2-7-36-23-27-21(26-15-9-12(15)11-3-4-13(24)14(25)8-11)18-22(28-23)31(30-29-18)16-10-17(35-6-5-32)20(34)19(16)33/h3-4,8,12,15-17,19-20,32-34H,2,5-7,9-10H2,1H3,(H,26,27,28)/t12-,15+,16+,17-,19-,20+/m0/s1",OEKWJQXRCDYSHL-FNOIDJSQSA-N,DTXSID901009337,274693-27-5,Ticagrelor,CCCSC1N=C(NC2CC2C2C=C(F)C(F)=CC=2)C2N=NN(C3CC(OCCO)C(O)C3O)C=2N=1,"InChI=1S/C23H28F2N6O4S/c1-2-7-36-23-27-21(26-15-9-12(15)11-3-4-13(24)14(25)8-11)18-22(28-23)31(30-29-18)16-10-17(35-6-5-32)20(34)19(16)33/h3-4,8,12,15-17,19-20,32-34H,2,5-7,9-10H2,1H3,(H,26,27,28)",OEKWJQXRCDYSHL-UHFFFAOYSA-N,<undefined>,NA,High,-5.124938737,3,CHEMBL,1,1,N,N,Y,N,N,N&N&Y&N&N
1812,Caco-3978,CHEMBL471076,?,NA,OC1C=C(C[C@@H](CO)[C@@H](CC2C=C(O)C=CC=2)CO)C=CC=1,"InChI=1S/C18H22O4/c19-11-15(7-13-3-1-5-17(21)9-13)16(12-20)8-14-4-2-6-18(22)10-14/h1-6,9-10,15-16,19-22H,7-8,11-12H2/t15-,16-/m0/s1",DWONJCNDULPHLV-HOTGVXAUSA-N,DTXSID0047876,80226-00-2,(-)-Enterodiol,OC1C=C(CC(CO)C(CC2C=C(O)C=CC=2)CO)C=CC=1,"InChI=1S/C18H22O4/c19-11-15(7-13-3-1-5-17(21)9-13)16(12-20)8-14-4-2-6-18(22)10-14/h1-6,9-10,15-16,19-22H,7-8,11-12H2",DWONJCNDULPHLV-UHFFFAOYSA-N,<undefined>,NA,High,-5.113509275,3,CHEMBL,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
1818,Caco-54,?,?,NA,OC1C(=O)C2C(=CC(O)=CC=2O)OC=1C1C=CC=CC=1,"InChI=1S/C15H10O5/c16-9-6-10(17)12-11(7-9)20-15(14(19)13(12)18)8-4-2-1-3-5-8/h1-7,16-17,19H",VCCRNZQBSJXYJD-UHFFFAOYSA-N,DTXSID70203288,548-83-4,galangin,OC1C=C(O)C=C2OC(C3C=CC=CC=3)C(=O)C(=O)C=12,"InChI=1S/C15H10O5/c16-9-6-10(17)12-11(7-9)20-15(14(19)13(12)18)8-4-2-1-3-5-8/h1-7,15-17H",HDTRJGVVKZGWQZ-UHFFFAOYSA-N,<undefined>,0,High,-5.1105957,3,Wang,1,1,N,Y,N,Y,N,N&Y&N&Y&N
1820,Caco-3471,CHEMBL932|?,?,NA,OCCN(CCO)C1=NC(=C2N=C(N=C(C2=N1)N1CCCCC1)N(CCO)CCO)N1CCCCC1,"InChI=1S/C24H40N8O4/c33-15-11-31(12-16-34)23-26-20-19(21(27-23)29-7-3-1-4-8-29)25-24(32(13-17-35)14-18-36)28-22(20)30-9-5-2-6-10-30/h33-36H,1-18H2",IZEKFCXSFNUWAM-UHFFFAOYSA-N,DTXSID6040668,58-32-2,Dipyridamole,OCCN(CCO)C1=NC(=C2N=C(N=C(C2=N1)N1CCCCC1)N(CCO)CCO)N1CCCCC1,"InChI=1S/C24H40N8O4/c33-15-11-31(12-16-34)23-26-20-19(21(27-23)29-7-3-1-4-8-29)25-24(32(13-17-35)14-18-36)28-22(20)30-9-5-2-6-10-30/h33-36H,1-18H2",IZEKFCXSFNUWAM-UHFFFAOYSA-N,<undefined>,NA,High,-5.108375355,3,CHEMBL|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
1831,Caco-3726,CHEMBL841|?,?,NA,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1C=CC(Cl)=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,"InChI=1S/C29H33ClN2O2/c1-31(2)27(33)29(24-9-5-3-6-10-24,25-11-7-4-8-12-25)19-22-32-20-17-28(34,18-21-32)23-13-15-26(30)16-14-23/h3-16,34H,17-22H2,1-2H3",RDOIQAHITMMDAJ-UHFFFAOYSA-N,DTXSID6045165,53179-11-6,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1C=CC(Cl)=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,"InChI=1S/C29H33ClN2O2/c1-31(2)27(33)29(24-9-5-3-6-10-24,25-11-7-4-8-12-25)19-22-32-20-17-28(34,18-21-32)23-13-15-26(30)16-14-23/h3-16,34H,17-22H2,1-2H3",RDOIQAHITMMDAJ-UHFFFAOYSA-N,<undefined>,0,High,-5.103286003,3,CHEMBL|Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
1832,Caco-1482,?,?,NA,CC(C)(O)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(/CCC[C@@]21C)=C/C=C1C[C@@H](O)C[C@H](O)C1,"InChI=1S/C27H44O3/c1-18(8-9-19(2)26(3,4)30)24-12-13-25-21(7-6-14-27(24,25)5)11-10-20-15-22(28)17-23(29)16-20/h8-11,18-19,22-25,28-30H,6-7,12-17H2,1-5H3/b9-8+,21-11+/t18-,19+,22-,23-,24-,25+,27-/m1/s1",BPKAHTKRCLCHEA-UBFJEZKGSA-N,DTXSID4048640,131918-61-1,paricalcitol,CC(C)(O)C(C)C=CC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CC(O)C1,"InChI=1S/C27H44O3/c1-18(8-9-19(2)26(3,4)30)24-12-13-25-21(7-6-14-27(24,25)5)11-10-20-15-22(28)17-23(29)16-20/h8-11,18-19,22-25,28-30H,6-7,12-17H2,1-5H3",BPKAHTKRCLCHEA-UHFFFAOYSA-N,<undefined>,0,High,-5.1029229,3,Wang,1,1,N,N,Y,Y,N,N&N&Y&Y&N
1863,Caco-4092,CHEMBL650|?,?,NA,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C21,"InChI=1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3/t12-,14-,15-,17-,19+,20-,21-,22-/m0/s1",VHRSUDSXCMQTMA-PJHHCJLFSA-N,DTXSID7023300,83-43-2,Methylprednisolone,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C21,"InChI=1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3",VHRSUDSXCMQTMA-UHFFFAOYSA-N,<undefined>,0,High,-5.093366437,3,CHEMBL|Wang|Pham,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
1864,Caco-1483,?,?,NA,O=C1COCCN1C1C=CC(=CC=1)N1C[C@@H](CNC(=O)C2=CC=C(Cl)S2)OC1=O,"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)/t14-/m1/s1",KGFYHTZWPPHNLQ-CQSZACIVSA-N,DTXSID3057723,366789-02-8,rivaroxaban,O=C1COCCN1C1C=CC(=CC=1)N1CC(CNC(=O)C2=CC=C(Cl)S2)OC1=O,"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)",KGFYHTZWPPHNLQ-UHFFFAOYSA-N,<undefined>,0,High,-5.0915151,3,Wang,1,1,N,Y,N,Y,N,N&Y&N&Y&N
1870,Caco-4050,CHEMBL227086,?,NA,CN1C(=S)NC2=CC=CC=C12,"InChI=1S/C8H8N2S/c1-10-7-5-3-2-4-6(7)9-8(10)11/h2-5H,1H3,(H,9,11)",CDNHLXOFELOEOL-UHFFFAOYSA-N,DTXSID40178252,2360-22-7,"1-Methyl-1,3-dihydro-2H-benzimidazole-2-thione",CN1C(=S)NC2=CC=CC=C12,"InChI=1S/C8H8N2S/c1-10-7-5-3-2-4-6(7)9-8(10)11/h2-5H,1H3,(H,9,11)",CDNHLXOFELOEOL-UHFFFAOYSA-N,<undefined>,NA,High,-5.089375595,3,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
1879,Caco-547,?,?,NA,CC1C=CC(=CC=1)C(=O)C1=CC=C(CC(O)=O)N1C,"InChI=1S/C15H15NO3/c1-10-3-5-11(6-4-10)15(19)13-8-7-12(16(13)2)9-14(17)18/h3-8H,9H2,1-2H3,(H,17,18)",UPSPUYADGBWSHF-UHFFFAOYSA-N,DTXSID2043951,26171-23-3,tolmetin,CC1C=CC(=CC=1)C(=O)C1=CC=C(CC(O)=O)N1C,"InChI=1S/C15H15NO3/c1-10-3-5-11(6-4-10)15(19)13-8-7-12(16(13)2)9-14(17)18/h3-8H,9H2,1-2H3,(H,17,18)",UPSPUYADGBWSHF-UHFFFAOYSA-N,<undefined>,0,High,-5.0828604,3,Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
1911,Caco-748,?,?,NA,O=C1C2=CC=CC=C2N=C2C3NC4=CC=CC=C4C=3CCN21,"InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2",ACVGWSKVRYFWRP-UHFFFAOYSA-N,DTXSID00232884,84-26-4,"8,13-dihydro-indolo(2',3':3,4)pyrido(2,1-b)quinazolin-5(7h)-one",O=C1C2=CC=CC=C2N=C2C3NC4=CC=CC=C4C=3CCN21,"InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2",ACVGWSKVRYFWRP-UHFFFAOYSA-N,<undefined>,0,High,-5.0582528,3,Wang,1,1,Y,Y,N,Y,N,Y&Y&N&Y&N
1927,Caco-3608,CHEMBL2|?,?,NA,COC1=CC2=C(N)N=C(N=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,"InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)",IENZQIKPVFGBNW-UHFFFAOYSA-N,DTXSID4049082,19216-56-9,Prazosin,COC1=CC2=C(N)N=C(N=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,"InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)",IENZQIKPVFGBNW-UHFFFAOYSA-N,<undefined>,0,High,-5.04969145,3,CHEMBL|Wang|Pham,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
1954,Caco-4169,CHEMBL1230065,?,NA,CCCNC(=O)C1=CN2N=CN=C(NC3C=C(C=CC=3C)C(=O)NC3CC3)C2=C1C,"InChI=1S/C22H26N6O2/c1-4-9-23-22(30)17-11-28-19(14(17)3)20(24-12-25-28)27-18-10-15(6-5-13(18)2)21(29)26-16-7-8-16/h5-6,10-12,16H,4,7-9H2,1-3H3,(H,23,30)(H,26,29)(H,24,25,27)",GDTQLZHHDRRBEB-UHFFFAOYSA-N,DTXSID90211380,623152-17-0,BMS-582949,CCCNC(=O)C1=CN2N=CN=C(NC3C=C(C=CC=3C)C(=O)NC3CC3)C2=C1C,"InChI=1S/C22H26N6O2/c1-4-9-23-22(30)17-11-28-19(14(17)3)20(24-12-25-28)27-18-10-15(6-5-13(18)2)21(29)26-16-7-8-16/h5-6,10-12,16H,4,7-9H2,1-3H3,(H,23,30)(H,26,29)(H,24,25,27)",GDTQLZHHDRRBEB-UHFFFAOYSA-N,<undefined>,NA,High,-5.040958608,3,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
1967,Caco-4186,CHEMBL207028,?,NA,NC1C=C(SC=1C(N)=O)C1C=CC=CC=1,"InChI=1S/C11H10N2OS/c12-8-6-9(15-10(8)11(13)14)7-4-2-1-3-5-7/h1-6H,12H2,(H2,13,14)",DYRYDYQWWQHRQE-UHFFFAOYSA-N,DTXSID90373412,122375-70-6,3-amino-5-phenylthiophene-2-carboxamide,NC1C=C(SC=1C(N)=O)C1C=CC=CC=1,"InChI=1S/C11H10N2OS/c12-8-6-9(15-10(8)11(13)14)7-4-2-1-3-5-7/h1-6H,12H2,(H2,13,14)",DYRYDYQWWQHRQE-UHFFFAOYSA-N,<undefined>,NA,High,-5.031517051,3,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
1994,Caco-1322,?,?,NA,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1",KTEIFNKAUNYNJU-GFCCVEGCSA-N,DTXSID701009329,877399-52-5,crizotinib,CC(OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)",KTEIFNKAUNYNJU-UHFFFAOYSA-N,<undefined>,0,High,-5.0177288,3,Wang,1,1,N,N,Y,N,N,N&N&Y&N&N
1999,Caco-1489,?,?,NA,O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN(C)C,"InChI=1S/C21H23NO3/c1-22(2)11-5-8-18-17-7-4-3-6-16(17)14-25-20-10-9-15(12-19(18)20)13-21(23)24/h3-4,6-10,12H,5,11,13-14H2,1-2H3,(H,23,24)/b18-8-",JBIMVDZLSHOPLA-LSCVHKIXSA-N,DTXSID3023390,113806-05-6,olopatadine,CN(C)CCC=C1C2=CC(CC(O)=O)=CC=C2OCC2C=CC=CC=21,InChI=1S/C21H23NO3/c1-22(2)11-5-8-18-17-7-4-3-6-16(17)14-25-20-10-9-15(12-19(18)20)13-21(23)24/h3-46-1012H51113-14H21-2H3(H2324),JBIMVDZLSHOPLA-UHFFFAOYSA-N,<undefined>,0,Low,-5.0132284,3,Wang,1,1,N,Y,Y,Y,N,N&Y&Y&Y&N
2006,Caco-704,?,?,NA,OC1=CC(O)=CC2OC(=CC(=O)C1=2)C1C=CC=CC=1,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,DTXSID1022396,480-40-0,chrysin,OC1=CC(O)=CC2OC(=CC(=O)C1=2)C1C=CC=CC=1,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,<undefined>,0,High,-5.0105972,3,Wang,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2014,Caco-1349,?,?,NA,CCCNCC(O)COC1C=CC=CC=1C(=O)CCC1C=CC=CC=1,"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3",JWHAUXFOSRPERK-UHFFFAOYSA-N,DTXSID9045184,54063-53-5,propafenone,CCCNCC(O)COC1C=CC=CC=1C(=O)CCC1C=CC=CC=1,"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3",JWHAUXFOSRPERK-UHFFFAOYSA-N,<undefined>,0,High,-5.004365,3,Wang,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2021,Caco-4291,CHEMBL221959,?,NA,CN([C@H]1CN(CC[C@H]1C)C(=O)CC#N)C1=NC=NC2NC=CC=21,"InChI=1S/C16H20N6O/c1-11-5-8-22(14(23)3-6-17)9-13(11)21(2)16-12-4-7-18-15(12)19-10-20-16/h4,7,10-11,13H,3,5,8-9H2,1-2H3,(H,18,19,20)/t11-,13+/m1/s1",UJLAWZDWDVHWOW-YPMHNXCESA-N,DTXSID90197271,477600-75-2,Tofacitinib,CN(C1CN(CCC1C)C(=O)CC#N)C1=NC=NC2NC=CC=21,"InChI=1S/C16H20N6O/c1-11-5-8-22(14(23)3-6-17)9-13(11)21(2)16-12-4-7-18-15(12)19-10-20-16/h4,7,10-11,13H,3,5,8-9H2,1-2H3,(H,18,19,20)",UJLAWZDWDVHWOW-UHFFFAOYSA-N,<undefined>,NA,High,-5,3,CHEMBL,1,1,N,N,N,Y,N,N&N&N&Y&N
2023,Caco-4256,CHEMBL103667,?,NA,CC1C=CC(=CC=1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2C=CC=CC=21)C(C)(C)C,"InChI=1S/C31H37N5O3/c1-22-9-11-23(12-10-22)36-29(21-28(34-36)31(2,3)4)33-30(37)32-26-13-14-27(25-8-6-5-7-24(25)26)39-20-17-35-15-18-38-19-16-35/h5-14,21H,15-20H2,1-4H3,(H2,32,33,37)",MVCOAUNKQVWQHZ-UHFFFAOYSA-N,DTXSID2048957,285983-48-4,Doramapimod,CC1C=CC(=CC=1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2C=CC=CC=21)C(C)(C)C,"InChI=1S/C31H37N5O3/c1-22-9-11-23(12-10-22)36-29(21-28(34-36)31(2,3)4)33-30(37)32-26-13-14-27(25-8-6-5-7-24(25)26)39-20-17-35-15-18-38-19-16-35/h5-14,21H,15-20H2,1-4H3,(H2,32,33,37)",MVCOAUNKQVWQHZ-UHFFFAOYSA-N,<undefined>,NA,High,-5,3,CHEMBL,1,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
2067,Caco-1490,?,?,NA,CCCCC1C(=O)N(C2C=CC=CC=2)N(C2C=CC=CC=2)C1=O,"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",VYMDGNCVAMGZFE-UHFFFAOYSA-N,DTXSID9021136,50-33-9,phenylbutazone,CCCCC1C(=O)N(C2C=CC=CC=2)N(C2C=CC=CC=2)C1=O,"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",VYMDGNCVAMGZFE-UHFFFAOYSA-N,<undefined>,0,High,-4.9982662,3,Wang,1,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
